date,iod
1992-10-04,-0.844694
1992-10-11,-1.089122
1992-10-18,-1.279551
1992-10-25,-1.482551
1992-11-01,-1.147044
1992-11-08,-1.049548
1992-11-15,-0.969575
1992-11-22,-0.968241
1992-11-29,-0.98765
1992-12-06,-1.149368
1992-12-13,-1.201033
1992-12-20,-0.868927
1992-12-27,-0.414088
1993-01-04,-0.38542
1993-01-11,-0.04604
1993-01-17,0.09996
1993-01-24,-0.00356
1993-01-31,-0.232526
1993-02-08,-0.001366
1993-02-15,0.117857
1993-02-22,0.015253
1993-02-28,0.099712
1993-03-07,0.037478
1993-03-15,-0.002405
1993-03-22,-0.185975
1993-03-29,-0.364506
1993-04-04,-0.149654
1993-04-11,-0.263125
1993-04-18,-0.349659
1993-04-26,-0.376883
1993-05-03,0.176441
1993-05-10,-0.062764
1993-05-16,-0.041534
1993-05-23,-0.063418
1993-05-30,-0.048461
1993-06-07,-0.010272
1993-06-14,-0.052189
1993-06-21,0.103946
1993-06-27,0.341453
1993-07-04,0.210232
1993-07-12,0.226699
1993-07-19,0.249582
1993-07-26,-0.19397
1993-08-01,-0.912772
1993-08-08,-0.830468
1993-08-15,-0.460214
1993-08-23,-0.207916
1993-08-30,-0.110892
1993-09-06,-0.306109
1993-09-12,-0.481074
1993-09-19,-0.35082
1993-09-26,-0.358532
1993-10-04,-0.302847
1993-10-11,-0.45301
1993-10-17,-0.447995
1993-10-24,-0.403623
1993-10-31,0.077793
1993-11-08,-0.017747
1993-11-15,-0.197918
1993-11-22,-0.624629
1993-11-28,-0.895645
1993-12-05,-1.0391
1993-12-12,-1.086993
1993-12-20,-1.123446
1993-12-27,-1.028901
1994-01-03,-1.258053
1994-01-09,-0.919042
1994-01-16,-0.589354
1994-01-24,-0.456501
1994-01-31,-0.254652
1994-02-07,-0.548045
1994-02-13,-0.625197
1994-02-20,-0.586848
1994-02-27,-0.722751
1994-03-07,-0.583142
1994-03-14,-0.463871
1994-03-21,-0.45324
1994-03-27,-0.617506
1994-04-03,-0.214725
1994-04-10,-0.222493
1994-04-18,-0.216607
1994-04-25,-0.048101
1994-05-01,0.552095
1994-05-08,0.542666
1994-05-15,0.696883
1994-05-23,0.730372
1994-05-30,0.841854
1994-06-06,1.115868
1994-06-12,1.125801
1994-06-19,0.931049
1994-06-26,0.808357
1994-07-04,0.455071
1994-07-11,0.801432
1994-07-18,1.289835
1994-07-24,1.728613
1994-07-31,1.331625
1994-08-07,1.157836
1994-08-15,1.1948
1994-08-22,1.453853
1994-08-28,1.627652
1994-09-04,1.589203
1994-09-11,1.575964
1994-09-19,1.562868
1994-09-26,1.452519
1994-10-03,1.536561
1994-10-09,1.528577
1994-10-16,1.598458
1994-10-23,1.588905
1994-10-31,1.56941
1994-11-07,2.070895
1994-11-14,1.954019
1994-11-20,1.643047
1994-11-27,1.215291
1994-12-05,0.924841
1994-12-12,0.851182
1994-12-19,1.053676
1994-12-25,1.458063
1995-01-01,1.496643
1995-01-08,1.53172
1995-01-16,1.471283
1995-01-23,1.159343
1995-01-30,0.742288
1995-02-05,0.115305
1995-02-12,0.437041
1995-02-19,0.42841
1995-02-27,0.518519
1995-03-06,0.680894
1995-03-12,0.623383
1995-03-19,0.557345
1995-03-26,0.366612
1995-04-03,0.584183
1995-04-10,0.212886
1995-04-17,0.073395
1995-04-23,0.018497
1995-04-30,0.558115
1995-05-07,0.412197
1995-05-15,-0.104877
1995-05-22,-0.304984
1995-05-29,-0.085606
1995-06-04,0.23573
1995-06-11,0.200422
1995-06-19,-0.079052
1995-06-26,-0.180708
1995-07-03,-0.346823
1995-07-09,-0.435517
1995-07-16,-0.33433
1995-07-23,-0.203762
1995-07-31,-0.125131
1995-08-07,-0.726953
1995-08-14,-0.597734
1995-08-20,-0.320544
1995-08-27,-0.13566
1995-09-03,-0.246174
1995-09-11,-0.073408
1995-09-18,-0.021057
1995-09-24,-0.01543
1995-10-01,0.076576
1995-10-08,-0.175966
1995-10-16,-0.364213
1995-10-23,-0.403386
1995-10-30,-0.593998
1995-11-05,-0.591367
1995-11-12,-0.915703
1995-11-19,-1.384
1995-11-27,-1.541669
1995-12-11,-0.968706
1995-12-17,-0.574593
1995-12-24,-0.220289
1996-01-01,-0.246983
1996-01-07,-0.03068
1996-01-14,0.01944
1996-01-21,-0.104692
1996-01-28,-0.049527
1996-02-04,-0.30588
1996-02-11,-0.288413
1996-02-18,-0.252709
1996-02-25,-0.280866
1996-03-03,-0.243548
1996-03-10,-0.193277
1996-03-17,-0.148673
1996-03-24,-0.206285
1996-03-31,-0.024692
1996-04-07,-0.325189
1996-04-14,-0.574896
1996-04-21,-0.846583
1996-04-28,-1.278562
1996-05-05,-0.966971
1996-05-12,-1.150583
1996-05-19,-0.914879
1996-05-26,-0.608022
1996-06-02,-0.15922
1996-06-09,-0.285329
1996-06-16,-0.435149
1996-06-23,-0.199573
1996-06-30,-0.267091
1996-07-07,-0.3334
1996-07-14,-0.727669
1996-07-21,-0.652368
1996-07-28,-0.477313
1996-08-04,-0.749101
1996-08-11,-0.635645
1996-08-18,-0.744976
1996-08-25,-0.933763
1996-09-01,-1.02014
1996-09-08,-1.121729
1996-09-15,-1.20072
1996-09-22,-1.24054
1996-09-29,-1.314324
1996-10-06,-1.317058
1996-10-13,-1.505106
1996-10-20,-1.779605
1996-10-27,-1.89793
1996-11-03,-1.894369
1996-11-10,-2.031021
1996-11-17,-1.803954
1996-11-24,-1.530963
1996-12-01,-1.382601
1996-12-08,-1.40904
1996-12-15,-1.612414
1996-12-22,-1.410238
1996-12-29,-1.241728
1997-01-05,-1.399746
1997-01-12,-1.039953
1997-01-20,-0.673228
1997-01-27,-0.493436
1997-02-03,-0.862454
1997-02-09,-1.01593
1997-02-16,-1.315908
1997-02-23,-1.428986
1997-03-03,-1.36063
1997-03-10,-1.203641
1997-03-17,-1.02591
1997-03-23,-0.657748
1997-03-30,-0.411719
1997-04-07,0.238633
1997-04-14,0.30939
1997-04-21,0.117842
1997-04-27,-0.101082
1997-05-04,0.268157
1997-05-11,-0.283379
1997-05-19,-0.850541
1997-05-26,-1.146341
1997-06-02,-0.903384
1997-06-08,-0.485858
1997-06-15,-0.068838
1997-06-22,0.368225
1997-06-30,0.954009
1997-07-07,0.920034
1997-07-13,0.946558
1997-07-20,1.003682
1997-07-27,0.759367
1997-08-04,0.244081
1997-08-11,0.439748
1997-08-18,0.80149
1997-08-24,0.887171
1997-08-31,0.820246
1997-09-07,0.78395
1997-09-15,0.833818
1997-09-22,0.98292
1997-09-29,1.319875
1997-10-05,1.919385
1997-10-12,2.134887
1997-10-19,2.51628
1997-10-27,2.557878
1997-11-03,3.027529
1997-11-09,3.264992
1997-11-16,3.48539
1997-11-23,3.693679
1997-12-01,3.912611
1997-12-08,4.027305
1997-12-15,4.171419
1997-12-21,4.163345
1997-12-28,3.903708
1998-01-04,3.376005
1998-01-12,3.182235
1998-01-19,3.031789
1998-01-26,2.889535
1998-02-01,2.502564
1998-02-08,2.468741
1998-02-16,2.605133
1998-02-23,2.545325
1998-03-02,2.44221
1998-03-08,2.470298
1998-03-15,2.394869
1998-03-22,2.244948
1998-03-30,2.168701
1998-04-06,2.411316
1998-04-13,1.981741
1998-04-19,1.573691
1998-04-26,1.133805
1998-05-03,1.595165
1998-05-11,1.261624
1998-05-18,0.462243
1998-05-24,-0.330248
1998-05-31,-0.690833
1998-06-07,-0.6759
1998-06-15,-0.556147
1998-06-22,-0.468695
1998-06-29,-0.304889
1998-07-05,-0.30247
1998-07-12,-0.229418
1998-07-19,-0.33324
1998-07-27,-0.449119
1998-08-03,-1.148977
1998-08-10,-1.119427
1998-08-16,-0.902618
1998-08-23,-0.939568
1998-08-31,-0.808387
1998-09-07,-0.976224
1998-09-14,-0.804134
1998-09-20,-0.865116
1998-09-27,-1.367144
1998-10-04,-1.605397
1998-10-12,-1.718783
1998-10-19,-1.468985
1998-10-26,-1.500431
1998-11-01,-1.452767
1998-11-08,-1.86963
1998-11-15,-2.18808
1998-11-23,-2.239259
1998-11-30,-2.099739
1998-12-06,-2.047201
1998-12-13,-1.877994
1998-12-20,-1.744543
1998-12-28,-1.843007
1999-01-04,-2.124404
1999-01-11,-1.949158
1999-01-17,-1.766918
1999-01-24,-1.916191
1999-01-31,-2.302441
1999-02-08,-2.438963
1999-02-15,-2.251853
1999-02-22,-2.044454
1999-02-28,-1.927176
1999-03-07,-1.700534
1999-03-15,-1.640529
1999-03-22,-1.749402
1999-03-29,-2.189449
1999-04-04,-1.967686
1999-04-11,-2.220444
1999-04-18,-2.585797
1999-04-26,-2.657518
1999-05-03,-1.998126
1999-05-10,-1.642224
1999-05-16,-1.363717
1999-05-23,-1.271943
1999-05-30,-1.186715
1999-06-07,-0.776717
1999-06-14,-0.729448
1999-06-21,-0.512024
1999-06-27,-0.053563
1999-07-04,-0.197917
1999-07-12,-0.06039
1999-07-19,-0.115215
1999-07-26,-0.385025
1999-08-01,-0.995296
1999-08-08,-0.909786
1999-08-15,-0.824468
1999-08-23,-0.651097
1999-08-30,-0.548953
1999-09-06,-0.708762
1999-09-12,-0.511843
1999-09-19,-0.501141
1999-09-26,-0.50935
1999-10-04,-0.459049
1999-10-11,-0.543071
1999-10-17,-0.893732
1999-10-24,-1.265905
1999-10-31,-1.014385
1999-11-08,-1.09866
1999-11-15,-1.069846
1999-11-22,-0.86672
1999-11-28,-0.672183
1999-12-05,-0.671475
1999-12-12,-0.898499
1999-12-20,-0.998014
1999-12-27,-1.059803
2000-01-02,-1.345275
2000-01-09,-1.335882
2000-01-16,-1.031894
2000-01-23,-0.902522
2000-01-30,-0.934558
2000-02-06,-1.329493
2000-02-13,-1.493682
2000-02-20,-1.758698
2000-02-27,-1.751919
2000-03-05,-1.930853
2000-03-12,-1.944278
2000-03-19,-2.017699
2000-03-26,-2.158319
2000-04-02,-1.666004
2000-04-09,-1.78281
2000-04-16,-1.984812
2000-04-23,-2.321359
2000-04-30,-1.961076
2000-05-07,-1.970468
2000-05-14,-1.825644
2000-05-21,-1.480194
2000-05-28,-1.263341
2000-06-04,-1.149063
2000-06-11,-1.152493
2000-06-18,-1.138654
2000-06-25,-1.188186
2000-07-02,-1.559286
2000-07-09,-1.680919
2000-07-16,-1.450152
2000-07-23,-1.274272
2000-07-30,-1.160126
2000-08-06,-1.777931
2000-08-13,-1.759855
2000-08-20,-1.838703
2000-08-27,-1.796803
2000-09-03,-1.838569
2000-09-10,-1.545171
2000-09-17,-1.107451
2000-09-24,-0.850297
2000-10-01,-0.725226
2000-10-08,-0.761553
2000-10-15,-0.896044
2000-10-22,-1.329006
2000-10-29,-1.286258
2000-11-05,-0.90674
2000-11-12,-0.893032
2000-11-19,-0.930663
2000-11-26,-1.294897
2000-12-03,-1.338886
2000-12-10,-1.293032
2000-12-17,-1.190024
2000-12-24,-1.235185
2001-01-01,-1.707411
2001-01-08,-1.717981
2001-01-15,-1.590394
2001-01-21,-1.302603
2001-01-28,-1.266687
2001-02-04,-1.594006
2001-02-12,-1.586801
2001-02-19,-1.688038
2001-02-26,-1.583952
2001-03-04,-1.366968
2001-03-11,-1.32882
2001-03-18,-1.324264
2001-03-26,-1.118847
2001-04-02,-0.813617
2001-04-09,-0.995811
2001-04-15,-1.014275
2001-04-22,-1.056799
2001-04-30,-1.230574
2001-05-07,-1.028916
2001-05-14,-1.115693
2001-05-20,-1.076285
2001-05-27,-0.929916
2001-06-03,-0.673438
2001-06-11,-0.739233
2001-06-18,-0.788176
2001-06-25,-0.695055
2001-07-01,-1.038281
2001-07-08,-0.979287
2001-07-15,-0.793674
2001-07-23,-0.654361
2001-07-30,-0.848926
2001-08-05,-1.430864
2001-08-12,-1.418113
2001-08-19,-1.147735
2001-08-27,-0.91896
2001-09-03,-1.06046
2001-09-10,-0.920375
2001-09-16,-0.996464
2001-09-23,-0.941607
2001-09-30,-0.772321
2001-10-08,-1.178204
2001-10-15,-1.432036
2001-10-22,-1.252536
2001-10-28,-1.175483
2001-11-04,-0.838626
2001-11-12,-0.900944
2001-11-19,-1.257515
2001-11-26,-1.704681
2001-12-02,-1.685012
2001-12-09,-1.584494
2001-12-16,-1.259894
2001-12-24,-0.925296
2001-12-31,-0.446078
2002-01-07,-0.222678
2002-01-13,0.124722
2002-01-20,0.21375
2002-01-27,0.01192
2002-02-04,-0.550139
2002-02-11,-0.724016
2002-02-17,-0.523265
2002-02-24,-0.548983
2002-03-03,-0.466909
2002-03-11,-0.233213
2002-03-18,-0.055499
2002-03-25,-0.151923
2002-03-31,0.119763
2002-04-07,-0.024738
2002-04-14,-0.206804
2002-04-22,-0.270448
2002-04-29,-0.435736
2002-05-06,-0.416613
2002-05-12,-0.971654
2002-05-19,-1.174493
2002-05-27,-1.266429
2002-06-03,-0.86593
2002-06-10,-0.742359
2002-06-16,-0.819583
2002-06-23,-0.975701
2002-06-30,-1.122102
2002-07-08,-1.106867
2002-07-15,-1.071782
2002-07-22,-1.119717
2002-07-28,-0.911558
2002-08-04,-1.172727
2002-08-11,-0.999085
2002-08-19,-0.666274
2002-08-26,-0.531439
2002-09-02,-0.687147
2002-09-08,-0.766549
2002-09-15,-0.538397
2002-09-23,-0.140769
2002-09-30,-0.174107
2002-10-07,0.026352
2002-10-13,-0.123188
2002-10-20,-0.194118
2002-10-27,-0.139172
2002-11-04,0.272324
2002-11-11,0.45441
2002-11-18,0.253077
2002-11-24,-0.079209
2002-12-01,-0.224215
2002-12-08,-0.08305
2002-12-16,0.406213
2002-12-23,0.670202
2002-12-29,0.366883
2003-01-05,-0.226767
2003-01-12,0.061718
2003-01-20,0.499657
2003-01-27,0.806041
2003-02-03,0.499913
2003-02-09,0.391902
2003-02-16,0.406568
2003-02-23,0.351391
2003-03-03,0.262867
2003-03-10,0.103081
2003-03-17,0.173111
2003-03-23,0.298267
2003-03-30,0.317036
2003-04-07,0.840011
2003-04-14,0.653642
2003-04-21,0.460539
2003-04-27,0.168833
2003-05-04,0.227136
2003-05-11,-0.470296
2003-05-19,-0.85624
2003-05-26,-0.795078
2003-06-02,-0.245257
2003-06-08,0.268497
2003-06-15,0.613786
2003-06-22,0.907159
2003-06-30,0.888739
2003-07-07,0.539765
2003-07-13,0.546713
2003-07-20,0.667999
2003-07-27,0.594419
2003-08-04,0.169308
2003-08-11,0.185234
2003-08-18,-0.062922
2003-08-24,-0.250969
2003-08-31,-0.568498
2003-09-07,-0.401307
2003-09-15,-0.181723
2003-09-22,-0.082853
2003-09-29,-0.061774
2003-10-05,-0.262652
2003-10-12,-0.636029
2003-10-19,-0.781787
2003-10-27,-0.724246
2003-11-03,-0.457342
2003-11-09,-0.471962
2003-11-16,-0.665846
2003-12-01,-1.010606
2003-12-08,-0.91359
2003-12-15,-0.685829
2003-12-21,-0.463384
2003-12-28,-0.276787
2004-01-04,-0.377981
2004-01-11,0.084515
2004-01-18,0.60376
2004-01-25,0.883771
2004-02-01,0.639205
2004-02-08,0.526027
2004-02-15,0.403937
2004-02-22,0.381157
2004-02-29,0.307224
2004-03-07,-0.018932
2004-03-14,-0.348806
2004-03-21,-0.473103
2004-03-28,-0.667802
2004-04-04,-0.133281
2004-04-11,0.045677
2004-04-18,-0.001637
2004-04-25,-0.252172
2004-05-02,-0.127367
2004-05-09,-0.834259
2004-05-16,-1.195974
2004-05-23,-1.455526
2004-05-30,-1.535667
2004-06-06,-1.265612
2004-06-13,-1.234525
2004-06-20,-0.999246
2004-06-27,-0.795698
2004-07-04,-1.01249
2004-07-11,-0.906612
2004-07-18,-0.724511
2004-07-25,-0.514384
2004-08-01,-0.933512
2004-08-08,-0.647241
2004-08-15,-0.351084
2004-08-22,-0.15389
2004-08-29,-0.179772
2004-09-05,-0.697295
2004-09-12,-0.586292
2004-09-19,-0.270645
2004-09-26,-0.284952
2004-10-03,-0.274122
2004-10-10,-0.444653
2004-10-17,-0.384887
2004-10-24,-0.3342
2004-10-31,-0.04309
2004-11-07,-0.310698
2004-11-14,-0.55804
2004-11-21,-0.503477
2004-11-28,-0.428507
2004-12-05,-0.100356
2004-12-12,0.046862
2004-12-19,0.247259
2004-12-26,0.382991
2005-01-03,-0.096554
2005-01-09,-0.182599
2005-01-16,-0.226001
2005-01-24,-0.109384
2005-01-31,-0.004577
2005-02-07,-0.107064
2005-02-13,-0.016722
2005-02-20,0.226353
2005-02-27,0.524143
2005-03-07,0.859545
2005-03-14,1.009606
2005-03-21,0.818162
2005-03-27,0.630967
2005-04-03,0.696324
2005-04-10,0.362249
2005-04-18,0.279912
2005-04-25,0.140544
2005-05-01,0.55554
2005-05-08,0.353274
2005-05-15,0.057365
2005-05-23,-0.171094
2005-05-30,-0.253578
2005-06-06,-0.097704
2005-06-12,-0.345563
2005-06-19,-0.495348
2005-06-26,-0.500431
2005-07-04,-0.393617
2005-07-11,-0.229353
2005-07-18,-0.306393
2005-07-24,-0.32905
2005-07-31,-0.449869
2005-08-07,-0.172547
2005-08-15,0.020096
2005-08-22,0.190768
2005-08-28,0.003264
2005-09-04,-0.439962
2005-09-11,-0.77084
2005-09-19,-0.654457
2005-10-03,-0.365271
2005-10-09,-0.548807
2005-10-16,-0.923243
2005-10-23,-1.354665
2005-10-31,-1.595731
2005-11-07,-1.587035
2005-11-14,-1.659802
2005-11-20,-1.546422
2005-11-27,-1.30704
2005-12-05,-1.166447
2005-12-12,-1.237632
2005-12-19,-1.453817
2005-12-25,-1.462647
2006-01-01,-1.587418
2006-01-08,-1.210096
2006-01-16,-0.936334
2006-01-23,-0.737468
2006-01-30,-0.768594
2006-02-05,-0.973644
2006-02-12,-0.748365
2006-02-19,-0.40764
2006-02-27,-0.491343
2006-03-06,-0.324886
2006-03-12,-0.28493
2006-03-19,-0.610791
2006-03-26,-0.803742
2006-04-03,-0.397032
2006-04-10,-0.394684
2006-04-17,-0.635431
2006-04-23,-0.816436
2006-04-30,-0.348416
2006-05-07,-0.451451
2006-05-15,-0.526199
2006-05-22,-0.344349
2006-05-29,-0.244928
2006-06-04,0.103052
2006-06-11,0.222772
2006-06-19,0.511217
2006-06-26,0.533674
2006-07-03,0.176726
2006-07-09,0.231083
2006-07-16,0.114277
2006-07-23,-0.038712
2006-07-31,0.094775
2006-08-07,-0.033166
2006-08-14,0.470664
2006-08-20,0.762882
2006-08-27,1.033908
2006-09-03,0.921736
2006-09-11,0.724427
2006-09-18,0.668973
2006-09-24,0.623015
2006-10-01,0.650452
2006-10-08,0.706337
2006-10-16,0.936196
2006-10-23,1.33908
2006-10-30,1.32316
2006-11-19,2.123593
2006-11-27,2.193268
2006-12-04,2.345777
2006-12-11,2.403806
2006-12-17,2.318474
2006-12-24,2.207007
2007-01-01,1.586466
2007-01-08,1.338531
2007-01-15,1.418253
2007-01-21,1.558542
2007-01-28,1.474273
2007-02-04,1.1633
2007-02-12,1.20601
2007-02-19,1.181387
2007-02-26,1.166903
2007-03-04,1.195787
2007-03-11,1.018125
2007-03-18,1.071272
2007-03-26,0.997409
2007-04-02,1.195038
2007-04-09,0.776049
2007-04-15,0.27586
2007-04-22,-0.167604
2007-04-30,-0.333636
2007-05-07,0.017257
2007-05-14,-0.01616
2007-05-20,0.073961
2007-05-27,0.286933
2007-06-03,0.866735
2007-06-11,1.075393
2007-06-18,1.077757
2007-06-25,0.901853
2007-07-01,0.493647
2007-07-08,0.368916
2007-07-15,0.449419
2007-07-23,0.422757
2007-07-30,0.202194
2007-08-05,-0.224115
2007-08-12,0.03229
2007-08-19,0.253858
2007-08-27,0.420456
2007-09-03,0.366863
2007-09-10,0.537502
2007-09-16,0.497742
2007-09-23,0.489945
2007-09-30,0.874155
2007-10-08,0.700986
2007-10-15,0.624147
2007-10-22,0.455913
2007-10-28,0.145428
2007-11-04,0.105329
2007-11-12,-0.244045
2007-11-19,-0.410499
2007-11-26,-0.341851
2007-12-02,-0.197638
2007-12-09,-0.021765
2007-12-16,-0.38646
2007-12-24,-0.843729
2007-12-31,-1.009755
2008-01-06,-1.184313
2008-01-13,-0.779873
2008-01-20,-0.490607
2008-01-27,-0.234829
2008-02-03,-0.954707
2008-02-10,-1.435947
2008-02-17,-1.348614
2008-02-24,-1.258743
2008-03-02,-1.203813
2008-03-09,-1.386748
2008-03-16,-1.520783
2008-03-23,-1.902327
2008-03-30,-1.961244
2008-04-06,-1.609389
2008-04-13,-1.761364
2008-04-20,-1.758829
2008-04-27,-2.05916
2008-05-04,-1.234598
2008-05-11,-0.693182
2008-05-18,-0.397138
2008-05-25,0.045506
2008-06-01,0.574715
2008-06-08,0.716794
2008-06-15,0.781032
2008-06-22,0.763303
2008-06-29,0.813022
2008-07-06,0.69744
2008-07-13,0.805647
2008-07-20,0.541223
2008-07-27,0.41889
